Treatment	Plot	Rep	Month	Year	Phylum	LogCopyNumber	SoilMoisture	SoilMoisturePlot
1	5	2	1	1	Verrucomicrobia	8.010863167	26.76666667	30.1
1	1	1	2	2	Verrucomicrobia	6.242730438	19.58333333	25.4
1	1	1	2	2	Verrucomicrobia	6.249544051	19.58333333	25.4
1	1	1	2	2	Verrucomicrobia	6.266578085	19.58333333	25.4
1	1	2	2	2	Verrucomicrobia	6.068983291	19.58333333	24.3
1	1	2	2	2	Verrucomicrobia	6.05876287	19.58333333	24.3
1	1	2	2	2	Verrucomicrobia	5.898642951	19.58333333	24.3
1	2	1	2	2	Verrucomicrobia	7.888218122	19.58333333	19.5
1	2	1	2	2	Verrucomicrobia	7.898438542	19.58333333	19.5
1	2	1	2	2	Verrucomicrobia	7.884811315	19.58333333	19.5
1	2	2	2	2	Verrucomicrobia	7.649741646	19.58333333	20.9
1	2	2	2	2	Verrucomicrobia	7.714470975	19.58333333	20.9
1	2	2	2	2	Verrucomicrobia	7.58160551	19.58333333	20.9
1	3	1	2	2	Verrucomicrobia	8.467375278	19.58333333	17.5
1	3	1	2	2	Verrucomicrobia	8.463968471	19.58333333	17.5
1	3	1	2	2	Verrucomicrobia	8.450341244	19.58333333	17.5
1	3	2	2	2	Verrucomicrobia	8.099440144	19.58333333	20.9
1	3	2	2	2	Verrucomicrobia	8.116474178	19.58333333	20.9
1	3	2	2	2	Verrucomicrobia	8.058558462	19.58333333	20.9
1	4	1	2	2	Verrucomicrobia	NA	19.58333333	13.6
1	4	1	2	2	Verrucomicrobia	7.322688193	19.58333333	13.6
1	4	1	2	2	Verrucomicrobia	7.07058449	19.58333333	13.6
1	4	2	2	2	Verrucomicrobia	7.101245751	19.58333333	14.3
1	4	2	2	2	Verrucomicrobia	7.108059365	19.58333333	14.3
1	4	2	2	2	Verrucomicrobia	6.99563474	19.58333333	14.3
1	5	1	2	2	Verrucomicrobia	7.220483989	19.58333333	22
1	5	1	2	2	Verrucomicrobia	7.366976682	19.58333333	22
1	5	1	2	2	Verrucomicrobia	7.271586091	19.58333333	22
1	5	2	2	2	Verrucomicrobia	7.210263569	19.58333333	20.9
1	5	2	2	2	Verrucomicrobia	7.247738444	19.58333333	20.9
1	5	2	2	2	Verrucomicrobia	7.148941046	19.58333333	20.9
1	1	1	1	2	Verrucomicrobia	5.806659167	26.3	24.7
1	1	1	1	2	Verrucomicrobia	5.850947656	26.3	24.7
1	1	1	1	2	Verrucomicrobia	5.895236144	26.3	24.7
1	1	2	1	2	Verrucomicrobia	5.895236144	26.3	23.4
1	1	2	1	2	Verrucomicrobia	5.994033541	26.3	23.4
1	1	2	1	2	Verrucomicrobia	5.912270178	26.3	23.4
1	2	1	1	2	Verrucomicrobia	8.106253757	26.3	22
1	2	1	1	2	Verrucomicrobia	8.184610314	26.3	22
1	2	1	1	2	Verrucomicrobia	8.150542246	26.3	22
1	2	2	1	2	Verrucomicrobia	7.820081986	26.3	27.3
1	2	2	1	2	Verrucomicrobia	7.901845349	26.3	27.3
1	2	2	1	2	Verrucomicrobia	7.864370474	26.3	27.3
1	3	1	1	2	Verrucomicrobia	8.283407711	26.3	26.8
1	3	1	1	2	Verrucomicrobia	8.402645949	26.3	26.8
1	3	1	1	2	Verrucomicrobia	8.419679983	26.3	26.8
1	3	2	1	2	Verrucomicrobia	8.494629732	26.3	25.1
1	3	2	1	2	Verrucomicrobia	8.51847738	26.3	25.1
1	3	2	1	2	Verrucomicrobia	8.467375278	26.3	25.1
1	4	1	1	2	Verrucomicrobia	7.152347853	26.3	18.1
1	4	1	1	2	Verrucomicrobia	7.339722227	26.3	18.1
1	4	1	1	2	Verrucomicrobia	7.346535841	26.3	18.1
1	4	2	1	2	Verrucomicrobia	7.49643534	26.3	17.6
1	4	2	1	2	Verrucomicrobia	7.574791896	26.3	17.6
1	4	2	1	2	Verrucomicrobia	7.574791896	26.3	17.6
1	5	1	1	2	Verrucomicrobia	7.639521226	26.3	21.9
1	5	1	1	2	Verrucomicrobia	7.721284589	26.3	21.9
1	5	1	1	2	Verrucomicrobia	7.721284589	26.3	21.9
1	5	2	1	2	Verrucomicrobia	7.952947451	26.3	22.2
1	5	2	1	2	Verrucomicrobia	7.987015519	26.3	22.2
1	5	2	1	2	Verrucomicrobia	7.969981485	26.3	22.2
1	1	1	2	3	Verrucomicrobia	6.160967074	17.73333333	NA
1	1	1	2	3	Verrucomicrobia	6.276798506	17.73333333	NA
1	1	1	2	3	Verrucomicrobia	6.22910321	17.73333333	NA
1	1	2	2	3	Verrucomicrobia	6.051949257	17.73333333	NA
1	1	2	2	3	Verrucomicrobia	6.045135643	17.73333333	NA
1	1	2	2	3	Verrucomicrobia	5.970185894	17.73333333	NA
1	2	1	2	3	Verrucomicrobia	7.946133838	17.73333333	20.7
1	2	1	2	3	Verrucomicrobia	7.969981485	17.73333333	20.7
1	2	1	2	3	Verrucomicrobia	8.00745636	17.73333333	20.7
1	2	2	2	3	Verrucomicrobia	7.642928032	17.73333333	20.5
1	2	2	2	3	Verrucomicrobia	7.690623328	17.73333333	20.5
1	2	2	2	3	Verrucomicrobia	7.608859964	17.73333333	20.5
1	3	1	2	3	Verrucomicrobia	7.302247352	17.73333333	19.2
1	3	1	2	3	Verrucomicrobia	7.377197102	17.73333333	19.2
1	3	1	2	3	Verrucomicrobia	7.49643534	17.73333333	19.2
1	3	2	2	3	Verrucomicrobia	7.871184088	17.73333333	20.6
1	3	2	2	3	Verrucomicrobia	7.888218122	17.73333333	20.6
1	3	2	2	3	Verrucomicrobia	7.833709213	17.73333333	20.6
1	4	1	2	3	Verrucomicrobia	7.428299204	17.73333333	NA
1	4	1	2	3	Verrucomicrobia	7.530503408	17.73333333	NA
1	4	1	2	3	Verrucomicrobia	7.479401306	17.73333333	NA
1	4	2	2	3	Verrucomicrobia	7.227297603	17.73333333	15.9
1	4	2	2	3	Verrucomicrobia	7.261365671	17.73333333	15.9
1	4	2	2	3	Verrucomicrobia	7.16597508	17.73333333	15.9
1	5	1	2	3	Verrucomicrobia	8.280000904	17.73333333	NA
1	5	1	2	3	Verrucomicrobia	8.276594097	17.73333333	NA
1	5	1	2	3	Verrucomicrobia	8.259560063	17.73333333	NA
1	5	2	2	3	Verrucomicrobia	8.078999303	17.73333333	NA
1	5	2	2	3	Verrucomicrobia	8.051744848	17.73333333	NA
1	5	2	2	3	Verrucomicrobia	8.072185689	17.73333333	NA
2	1	1	1	1	Verrucomicrobia	5.789625133	27.11666667	30.1
2	1	1	1	1	Verrucomicrobia	5.854354462	27.11666667	30.1
2	1	1	1	1	Verrucomicrobia	5.898642951	27.11666667	30.1
2	1	2	1	1	Verrucomicrobia	6.273391699	27.11666667	27.6
2	1	2	1	1	Verrucomicrobia	7.213670376	27.11666667	27.6
2	1	2	1	1	Verrucomicrobia	7.200043148	27.11666667	27.6
2	2	1	1	1	Verrucomicrobia	8.075592496	27.11666667	25.1
2	2	1	1	1	Verrucomicrobia	8.126694598	27.11666667	25.1
2	2	1	1	1	Verrucomicrobia	8.147135439	27.11666667	25.1
2	2	2	1	1	Verrucomicrobia	7.881404508	27.11666667	23.1
2	2	2	1	1	Verrucomicrobia	7.91206577	27.11666667	23.1
2	2	2	1	1	Verrucomicrobia	7.905252156	27.11666667	23.1
2	3	1	1	1	Verrucomicrobia	7.612266771	27.11666667	24.7
2	3	1	1	1	Verrucomicrobia	7.608859964	27.11666667	24.7
2	3	1	1	1	Verrucomicrobia	7.653148453	27.11666667	24.7
2	3	2	1	1	Verrucomicrobia	7.465774079	27.11666667	27.4
2	3	2	1	1	Verrucomicrobia	7.513469374	27.11666667	27.4
2	3	2	1	1	Verrucomicrobia	7.482808113	27.11666667	27.4
2	4	1	1	1	Verrucomicrobia	7.366976682	27.11666667	25.8
2	4	1	1	1	Verrucomicrobia	7.431706011	27.11666667	25.8
2	4	1	1	1	Verrucomicrobia	7.455553658	27.11666667	25.8
2	4	2	1	1	Verrucomicrobia	7.585012317	27.11666667	21.2
2	4	2	1	1	Verrucomicrobia	7.608859964	27.11666667	21.2
2	4	2	1	1	Verrucomicrobia	7.632707612	27.11666667	21.2
2	5	1	1	1	Verrucomicrobia	7.029702808	27.11666667	30.3
2	5	1	1	1	Verrucomicrobia	7.073991297	27.11666667	30.3
2	5	1	1	1	Verrucomicrobia	7.046736842	27.11666667	30.3
2	5	2	1	1	Verrucomicrobia	7.820081986	27.11666667	28.4
2	5	2	1	1	Verrucomicrobia	7.857556861	27.11666667	28.4
2	5	2	1	1	Verrucomicrobia	7.813268372	27.11666667	28.4
2	1	1	2	2	Verrucomicrobia	8.222085188	16.65	16.1
2	1	1	2	2	Verrucomicrobia	8.25274645	16.65	16.1
2	1	1	2	2	Verrucomicrobia	8.191423927	16.65	16.1
2	1	2	2	2	Verrucomicrobia	7.976795099	16.65	17.1
2	1	2	2	2	Verrucomicrobia	8.075592496	16.65	17.1
2	1	2	2	2	Verrucomicrobia	7.956354258	16.65	17.1
2	2	1	2	2	Verrucomicrobia	NA	16.65	17.8
2	2	1	2	2	Verrucomicrobia	NA	16.65	17.8
2	2	1	2	2	Verrucomicrobia	NA	16.65	17.8
2	2	2	2	2	Verrucomicrobia	NA	16.65	16.1
2	2	2	2	2	Verrucomicrobia	NA	16.65	16.1
2	2	2	2	2	Verrucomicrobia	NA	16.65	16.1
2	3	1	2	2	Verrucomicrobia	7.867777281	16.65	14.6
2	3	1	2	2	Verrucomicrobia	7.888218122	16.65	14.6
2	3	1	2	2	Verrucomicrobia	7.867777281	16.65	14.6
2	3	2	2	2	Verrucomicrobia	8.191423927	16.65	16.5
2	3	2	2	2	Verrucomicrobia	8.1777967	16.65	16.5
2	3	2	2	2	Verrucomicrobia	8.113067371	16.65	16.5
2	4	1	2	2	Verrucomicrobia	6.896837343	16.65	19.8
2	4	1	2	2	Verrucomicrobia	7.002448354	16.65	19.8
2	4	1	2	2	Verrucomicrobia	6.934312218	16.65	19.8
2	4	2	2	2	Verrucomicrobia	7.067177683	16.65	14.2
2	4	2	2	2	Verrucomicrobia	7.08080491	16.65	14.2
2	4	2	2	2	Verrucomicrobia	6.971787093	16.65	14.2
2	5	1	2	2	Verrucomicrobia	7.813268372	16.65	16.7
2	5	1	2	2	Verrucomicrobia	7.895031736	16.65	16.7
2	5	1	2	2	Verrucomicrobia	7.779200304	16.65	16.7
2	5	2	2	2	Verrucomicrobia	7.234111216	16.65	15.7
2	5	2	2	2	Verrucomicrobia	7.271586091	16.65	15.7
2	5	2	2	2	Verrucomicrobia	7.172788694	16.65	15.7
2	1	1	1	2	Verrucomicrobia	NA	25.93333333	25.4
2	1	1	1	2	Verrucomicrobia	5.060568478	25.93333333	25.4
2	1	1	1	2	Verrucomicrobia	NA	25.93333333	25.4
2	1	2	1	2	Verrucomicrobia	8.256153256	25.93333333	22.6
2	1	2	1	2	Verrucomicrobia	8.293628131	25.93333333	22.6
2	1	2	1	2	Verrucomicrobia	8.26296687	25.93333333	22.6
2	2	1	1	2	Verrucomicrobia	7.404451556	25.93333333	23.1
2	2	1	1	2	Verrucomicrobia	7.469180886	25.93333333	23.1
2	2	1	1	2	Verrucomicrobia	7.479401306	25.93333333	23.1
2	2	2	1	2	Verrucomicrobia	7.183009114	25.93333333	23.6
2	2	2	1	2	Verrucomicrobia	7.186415921	25.93333333	23.6
2	2	2	1	2	Verrucomicrobia	7.135313819	25.93333333	23.6
2	3	1	1	2	Verrucomicrobia	7.087618524	25.93333333	23.3
2	3	1	1	2	Verrucomicrobia	7.278399705	25.93333333	23.3
2	3	1	1	2	Verrucomicrobia	7.227297603	25.93333333	23.3
2	3	2	1	2	Verrucomicrobia	7.295433739	25.93333333	24.4
2	3	2	1	2	Verrucomicrobia	7.343129034	25.93333333	24.4
2	3	2	1	2	Verrucomicrobia	7.363569875	25.93333333	24.4
2	4	1	1	2	Verrucomicrobia	5.544335044	25.93333333	20.7
2	4	1	1	2	Verrucomicrobia	5.653352861	25.93333333	20.7
2	4	1	1	2	Verrucomicrobia	5.775997906	25.93333333	20.7
2	4	2	1	2	Verrucomicrobia	6.154153461	25.93333333	17.6
2	4	2	1	2	Verrucomicrobia	6.20866237	25.93333333	17.6
2	4	2	1	2	Verrucomicrobia	6.205255563	25.93333333	17.6
2	5	1	1	2	Verrucomicrobia	8.365171074	25.93333333	20.1
2	5	1	1	2	Verrucomicrobia	8.416273176	25.93333333	20.1
2	5	1	1	2	Verrucomicrobia	8.426493596	25.93333333	20.1
2	5	2	1	2	Verrucomicrobia	8.184610314	25.93333333	19.6
2	5	2	1	2	Verrucomicrobia	8.242526029	25.93333333	19.6
2	5	2	1	2	Verrucomicrobia	8.283407711	25.93333333	19.6
2	1	1	2	3	Verrucomicrobia	7.987015519	16.825	NA
2	1	1	2	3	Verrucomicrobia	8.027897201	16.825	NA
2	1	1	2	3	Verrucomicrobia	8.08240611	16.825	NA
2	1	2	2	3	Verrucomicrobia	8.198237541	16.825	NA
2	1	2	2	3	Verrucomicrobia	8.259560063	16.825	NA
2	1	2	2	3	Verrucomicrobia	8.211864768	16.825	NA
2	2	1	2	3	Verrucomicrobia	7.823488793	16.825	17.9
2	2	1	2	3	Verrucomicrobia	7.860963668	16.825	17.9
2	2	1	2	3	Verrucomicrobia	7.786013918	16.825	17.9
2	2	2	2	3	Verrucomicrobia	7.48621492	16.825	16.4
2	2	2	2	3	Verrucomicrobia	7.48621492	16.825	16.4
2	2	2	2	3	Verrucomicrobia	7.520282988	16.825	16.4
2	3	1	2	3	Verrucomicrobia	7.734911816	16.825	19.1
2	3	1	2	3	Verrucomicrobia	7.724691396	16.825	19.1
2	3	1	2	3	Verrucomicrobia	7.707657362	16.825	19.1
2	3	2	2	3	Verrucomicrobia	7.452146852	16.825	13.9
2	3	2	2	3	Verrucomicrobia	7.489621726	16.825	13.9
2	3	2	2	3	Verrucomicrobia	7.305654159	16.825	13.9
2	4	1	2	3	Verrucomicrobia	7.268179284	16.825	NA
2	4	1	2	3	Verrucomicrobia	7.271586091	16.825	NA
2	4	1	2	3	Verrucomicrobia	7.271586091	16.825	NA
2	4	2	2	3	Verrucomicrobia	7.602046351	16.825	NA
2	4	2	2	3	Verrucomicrobia	7.608859964	16.825	NA
2	4	2	2	3	Verrucomicrobia	7.653148453	16.825	NA
2	5	1	2	3	Verrucomicrobia	7.49643534	16.825	NA
2	5	1	2	3	Verrucomicrobia	7.540723828	16.825	NA
2	5	1	2	3	Verrucomicrobia	7.513469374	16.825	NA
2	5	2	2	3	Verrucomicrobia	7.029702808	16.825	NA
2	5	2	2	3	Verrucomicrobia	7.033109615	16.825	NA
2	5	2	2	3	Verrucomicrobia	6.98541432	16.825	NA
